Résumé,Clé de ticket,Type de ticket,État,Priorité,Rapporteur,Durée(mn),Création,Description,Champs personnalisés (Action menée),Canal,Entreprise,Utilisateur,Objet principal,Champs personnalisés (Module)
Modification des écritures de ventes,OBCS-7168,Assistance,Terminé,Priorité 3,JOEL SIE,5,12/oct./24 10:20,Modification des écritures de ventes,Explication en ligne,Appel Téléphonique,LABOGEM,,Assistance,
Annuler des programmations de salaire,OBCS-7167,Assistance,Terminé,Priorité 3,JOEL SIE,5,12/oct./24 10:19,Annuler des programmations de salaire,Explication en ligne,Appel Téléphonique,LABOGEM,,Assistance,
Des comptes tiers figurent sur la balance générale,OBCS-7166,Assistance,Terminé,Priorité 3,JOEL SIE,3,12/oct./24 10:17,Des comptes tiers figurent sur la balance générale,Explication en ligne,Appel Téléphonique,LABOGEM,,Assistance,
La balance auxilaire ne correspond pas à la balance générale,OBCS-7165,Assistance,Terminé,Priorité 3,JOEL SIE,5,12/oct./24 10:16,La balance auxilaire ne correspond pas à la balance générale,Explication en ligne,Appel Téléphonique,LABOGEM,,Assistance,
Modifier dans postes comptable dans le journal,OBCS-7164,Assistance,Terminé,Priorité 3,JOEL SIE,5,12/oct./24 10:15,Modifier dans postes comptable dans le journal,Explication en ligne,Appel Téléphonique,LABOGEM,,Assistance,
Correction des écritures dans le RAN,OBCS-7163,Assistance,Terminé,Priorité 3,JOEL SIE,6,12/oct./24 10:13,Correction des écritures dans le RAN,Explication en ligne,Appel Téléphonique,LABOGEM,,Assistance,
Modifier des écritures note de débit crédit,OBCS-7162,Assistance,Terminé,Priorité 3,JOEL SIE,4,12/oct./24 10:12,Modifier des écritures note de débit crédit,Explication en ligne,Appel Téléphonique,LABOGEM,,Assistance,
Suppression des écritures de note de debit/crédit,OBCS-7105,Assistance,Terminé,Priorité 3,JOEL SIE,4,04/oct./24 20:10,Suppression des écritures de note de debit/crédit,Explication en ligne,Appel Téléphonique,ENVAL LABORATOIRE,,Assistance,
Programmation salaire,OBCS-7104,Assistance,Terminé,Priorité 3,JOEL SIE,6,04/oct./24 20:06,Programmation salaire,Explication en ligne,Appel Téléphonique,LABOGEM,,Assistance,
Suppression d'écritures en doublons,OBCS-7103,Assistance,Terminé,Priorité 3,JOEL SIE,3,04/oct./24 20:04,Suppression d'écritures en doublons,Explication en ligne,Appel Téléphonique,LABOGEM,,Assistance,
Exportation des données carburant,OBCS-7102,Assistance,Terminé,Priorité 3,JOEL SIE,2,04/oct./24 19:58,Exportation des données carburant,Explication en ligne,Appel Téléphonique,LABOGEM,,Assistance,
Assistance sur écritures non générées,OBCS-7101,Assistance,Terminé,Priorité 3,JOEL SIE,5,04/oct./24 19:56,Assistance sur écritures non générées,Explication en ligne,Appel Téléphonique,LABOGEM,,Assistance,
Présenter les écritures interco,OBCS-7100,Assistance,Terminé,Priorité 3,JOEL SIE,70,04/oct./24 19:53,Présenter les écritures interco,Séance Google Meet/Zoom,Appel Téléphonique,EJARA,,Autres,
Assistance sur les écritures interco,OBCS-7099,Assistance,Terminé,Priorité 3,JOEL SIE,5,04/oct./24 19:51,Assistance sur les écritures interco,Redirection vers ressources OBC,Appel Téléphonique,EJARA,,Assistance,
Relance sur la correction des articles,OBCS-7098,Assistance,Terminé,Priorité 3,JOEL SIE,2,04/oct./24 19:47,Relance sur la correction des articles,Explication en ligne,Appel Téléphonique,SIS,,Assistance,
Correction des articles du stock,OBCS-7097,Assistance,Terminé,Priorité 3,JOEL SIE,3,04/oct./24 19:45,Correction des articles du stock,Explication en ligne,Appel Téléphonique,SIS,,Assistance,
Explication sur flotte parc automobile,OBCS-7096,Assistance,Terminé,Priorité 3,JOEL SIE,3,04/oct./24 19:39,Explication sur flotte parc automobile,Explication en ligne,Appel Téléphonique,SIT BTP,,Assistance,
Assistance sur le bon de commande,OBCS-7095,Assistance,Terminé,Priorité 3,JOEL SIE,3,04/oct./24 19:35,Assistance sur le bon de commande,Explication en ligne,Appel Téléphonique,SIT BTP,,Assistance,
"Comment édier le journal RAN, la balance générale en Excel",OBCS-6998,Assistance,Terminé,Priorité 3,JOEL SIE,6,28/sept./24 12:28,"Comment édier le journal RAN, la balance générale en Excel",Explication en ligne,Appel Téléphonique,LABOGEM,,Assistance,
Achat import la conversion de la monnaie n'est pas systématique,OBCS-6997,Assistance,Terminé,Priorité 3,JOEL SIE,3,28/sept./24 12:24,Achat import la conversion de la monnaie n'est pas systématique,Explication en ligne,Appel Téléphonique,S-TEL,,Assistance,
Expliquer le coût de revient et comment procéder à l'enregidtrement des factures,OBCS-6996,Assistance,Terminé,Priorité 3,JOEL SIE,5,28/sept./24 12:21,Expliquer le coût de revient et comment procéder à l'enregidtrement des factures,Explication en ligne,Appel Téléphonique,S-TEL,,Assistance,
Récapitulatif des movements de stock par article et mouvement détaillé du dtock,OBCS-6995,Assistance,Terminé,Priorité 3,JOEL SIE,3,28/sept./24 12:20,Récapitulatif des movements de stock par article et mouvement détaillé du dtock,Explication en ligne,Appel Téléphonique,S-TEL,,Assistance,
Informer sur la résolution du bug lié aux références du bon de commande à l'impression,OBCS-6994,Assistance,Terminé,Priorité 3,JOEL SIE,2,28/sept./24 12:15,Informer sur la résolution du bug lié aux références du bon de commande à l'impression,Explication en ligne,Appel Téléphonique,EJARA,,Assistance,
Un mauvais compte utilisé pour les interco,OBCS-6993,Assistance,Terminé,Priorité 3,JOEL SIE,2,28/sept./24 12:08,Un mauvais compte utilisé pour les interco,Explication en ligne,Appel Téléphonique,EJARA,,Assistance,
Relance sur le point d'avancement du stock,OBCS-6992,Assistance,Terminé,Priorité 3,JOEL SIE,2,28/sept./24 12:04,Relance sur le point d'avancement du stock,Explication en ligne,Appel Téléphonique,SIS,,Assistance,
Annulation de la paie pour reprendre,OBCS-6991,Assistance,Terminé,Priorité 3,JOEL SIE,2,28/sept./24 12:03,Annulation de la paie pour reprendre,Explication en ligne,Appel Téléphonique,EDIPRESSE,,Assistance,
Assistance sur création d'un élément variable,OBCS-6990,Assistance,Terminé,Priorité 3,JOEL SIE,5,28/sept./24 12:00,Assistance sur création d'un élément variable,Explication en ligne,Appel Téléphonique,EDIPRESSE,,Assistance,
Demander le fichier de stock afin de faire des pointages,OBCS-6911,Assistance,Terminé,Priorité 3,JOEL SIE,2,21/sept./24 11:37,Demander le fichier de stock afin de faire des pointages,Explication en ligne,Appel Téléphonique,ARIC,,Assistance,
Report de la séance de formation sur RH,OBCS-6910,Assistance,Terminé,Priorité 3,JOEL SIE,2,21/sept./24 11:36,Report de la séance de formation sur RH,Explication en ligne,Appel Téléphonique,ARIC,,Assistance,
Impossible de supprimer une paie,OBCS-6909,Assistance,Terminé,Priorité 3,JOEL SIE,4,21/sept./24 11:34,Impossible de supprimer une paie,Explication en ligne,Appel Téléphonique,EDIPRESSE,,Assistance,
Création d'une nouvelle rubrique variable,OBCS-6908,Assistance,Terminé,Priorité 3,JOEL SIE,4,21/sept./24 11:33,Création d'une nouvelle rubrique variable,Explication en ligne,Appel Téléphonique,EDIPRESSE,,Assistance,
Comptabilisation des natures de prestions de la paie,OBCS-6907,Assistance,Terminé,Priorité 3,JOEL SIE,3,21/sept./24 11:32,Comptabilisation des natures de prestions de la paie,Explication en ligne,Appel Téléphonique,EGBV,,Assistance,
Comment joindre les fichiers liés à une facture,OBCS-6906,Assistance,Terminé,Priorité 3,JOEL SIE,2,21/sept./24 11:30,Comment joindre les fichiers liés à une facture,Explication en ligne,Appel Téléphonique,SIT BTP,,Assistance,
Comment atribuer des accès fonctionnalités,OBCS-6905,Assistance,Terminé,Priorité 3,JOEL SIE,4,21/sept./24 11:27,Comment atribuer des accès fonctionnalités,Explication en ligne,Appel Téléphonique,SIT BTP,,Assistance,
Paramétrage de comptabilisation des natures de prestation,OBCS-6904,Assistance,Terminé,Priorité 3,JOEL SIE,4,21/sept./24 11:25,Paramétrage de comptabilisation des natures de prestation,Explication en ligne,Appel Téléphonique,SIT BTP,,Assistance,
Expliquer historique d'imputation et voir comment retrouver les opérations non comptabilisées,OBCS-6903,Assistance,Terminé,Priorité 3,JOEL SIE,7,21/sept./24 11:24,Expliquer historique d'imputation et voir comment retrouver les opérations non comptabilisées,Explication en ligne,Appel Téléphonique,SIT BTP,,Assistance,
Faire le point de la séance avec le boss,OBCS-6902,Assistance,Terminé,Priorité 3,JOEL SIE,5,21/sept./24 11:22,Faire le point de la séance avec le boss,Autres (Précisez dans la description),Appel Téléphonique,SIS,,Assistance,
Validation stock initial,OBCS-6834,Assistance,Terminé,Priorité 3,JOEL SIE,8,14/sept./24 12:29,Validation stock initial,Explication en ligne,Appel Téléphonique,SIT BTP,,Assistance,
Création d'un compte général et d'une nature de prestation,OBCS-6833,Assistance,Terminé,Priorité 3,JOEL SIE,6,14/sept./24 12:25,Création d'un compte général et d'une nature de prestation,Explication en ligne,Appel Téléphonique,SIT BTP,,Assistance,
Assistance sur exécution de paiement,OBCS-6832,Assistance,Terminé,Priorité 3,JOEL SIE,3,14/sept./24 12:12,Assistance sur exécution de paiement,Explication en ligne,Appel Téléphonique,SIT BTP,,Assistance,
Signaler un bug à l'exportation de l'historique du carburant,OBCS-6831,Assistance,Terminé,Priorité 3,JOEL SIE,2,14/sept./24 12:10,Signaler un bug à l'exportation de l'historique du carburant,Autres (Précisez dans la description),Appel Téléphonique,LABOGEM,,Assistance,
Relance sur le point de stock,OBCS-6830,Assistance,Terminé,Priorité 3,JOEL SIE,5,14/sept./24 12:08,Relance sur le point de stock,Explication en ligne,Appel Téléphonique,SIS,,Assistance,
Programmer une avance versée,OBCS-6829,Assistance,Terminé,Priorité 3,JOEL SIE,3,14/sept./24 12:07,Enregiqtrement d'une avance versée,Explication en ligne,Appel Téléphonique,SIT BTP,,Assistance,
Assister à la programmation de règlement,OBCS-6828,Assistance,Terminé,Priorité 3,JOEL SIE,3,14/sept./24 12:05,Assister à la programmation de règlement,Explication en ligne,Appel Téléphonique,SIT BTP,,Assistance,
Signaler un bug sur audit projet,OBCS-6705,Assistance,Terminé,Priorité 3,JOEL SIE,2,08/sept./24 15:24,Signaler un bug sur audit projet,Explication en ligne,Appel Téléphonique,SIS,,Assistance,
Modification programmation paiement fournisseur,OBCS-6702,Assistance,Terminé,Priorité 3,JOEL SIE,2,08/sept./24 15:18,Modification programmation paiement fournisseur,Explication en ligne,Appel Téléphonique,LABOGEM,,Assistance,
Assistance pour annulation paiement fournisseur,OBCS-6701,Assistance,Terminé,Priorité 3,JOEL SIE,3,08/sept./24 15:18,Assistance pour annulation paiement fournisseur,Explication en ligne,Appel Téléphonique,LABOGEM,,Assistance,
Assistance,OBCS-6700,Assistance,Terminé,Priorité 3,JOEL SIE,5,08/sept./24 15:17,Assistance,Explication en ligne,Appel Téléphonique,SIT BTP,,Assistance,
Assistance sur programmation de paiement,OBCS-6699,Assistance,Terminé,Priorité 3,JOEL SIE,3,08/sept./24 15:16,Assistance sur programmation de paiement,Explication en ligne,Appel Téléphonique,SIT BTP,,Assistance,
Assistance sur paiement,OBCS-6698,Assistance,Terminé,Priorité 3,JOEL SIE,7,08/sept./24 15:15,Assistance sur paiement,Explication en ligne,Appel Téléphonique,SIT BTP,,Assistance,
Assistance sur la lenteur OBC,OBCS-6617,Assistance,Terminé,Priorité 3,JOEL SIE,2,31/août/24 07:01,Assistance sur la lenteur OBC,Explication en ligne,Appel Téléphonique,S-TEL,,Assistance,
Assistance pour la crétion d'un axe auxilliaire,OBCS-6616,Assistance,Terminé,Priorité 3,JOEL SIE,3,31/août/24 06:56,Assistance pour la crétion d'un axe auxilliaire.,Explication en ligne,Appel Téléphonique,EGBV,,Assistance,
Assistance sur la saisie automatique de la comptabilité analytique.,OBCS-6615,Assistance,Terminé,Priorité 3,JOEL SIE,3,31/août/24 06:55,Assistance sur la saisie automatique de la comptabilité analytique.,Autres (Précisez dans la description),Appel Téléphonique,EGBV,,Assistance,
Prise de rendez-vous avec le BOSS,OBCS-6614,Assistance,Terminé,Priorité 3,JOEL SIE,2,31/août/24 06:51,Prise de rendez-vous avec le BOSS,Autres (Précisez dans la description),Appel Téléphonique,SIS,,Autres,
Informer sur la résolution de du bug lié au stock disponible,OBCS-6613,Assistance,Terminé,Priorité 3,JOEL SIE,2,31/août/24 06:50,Informer sur la résolution de du bug lié au stock disponible,Explication en ligne,Appel Téléphonique,SIS,,Autres,
Assistance sur paiement facture fournisseur,OBCS-6612,Assistance,Terminé,Priorité 3,JOEL SIE,4,31/août/24 06:46,Assistance sur paiement facture fournisseur.,Explication en ligne,Appel Téléphonique,AFRIC URBA,,Assistance,
Assistance sur enregistrement encaissement client.,OBCS-6611,Assistance,Terminé,Priorité 3,JOEL SIE,3,31/août/24 06:44,Assistance sur enregistrement encaissement client.,Autres (Précisez dans la description),Appel Téléphonique,AFRIC URBA,,Assistance,
Prendre les nouvelle sur le compte.,OBCS-6610,Assistance,Terminé,Priorité 3,JOEL SIE,3,31/août/24 06:42,Prendre les nouvelle sur le compte.,Autres (Précisez dans la description),Appel Téléphonique,AFRIC URBA,,Assistance,
Explication de la dette fournisseur,OBCS-6609,Assistance,Terminé,Priorité 3,JOEL SIE,4,31/août/24 06:39,Explication de la dette fournisseur,Explication en ligne,Appel Téléphonique,SIT BTP,,Assistance,
Assistance sur la programmation de paiement,OBCS-6608,Assistance,Terminé,Priorité 3,JOEL SIE,5,31/août/24 06:38,Assistance sur la programmation de paiement,Explication en ligne,Appel Téléphonique,SIT BTP,,Assistance,
Prendre les nouvelles sur le compte,OBCS-6607,Assistance,Terminé,Priorité 3,JOEL SIE,2,31/août/24 06:36,Prendre les nouvelles sur le compte,Explication en ligne,Appel Téléphonique,SIT BTP,,Assistance,
Confirmer le rendez-vous,OBCS-6606,Assistance,Terminé,Priorité 3,JOEL SIE,3,31/août/24 06:34,Confirmer le rendez-vous,Explication en ligne,Appel Téléphonique,LABOGEM,,Assistance,
Une incohérence constatée sur le RAN,OBCS-6546,Assistance,Terminé,Priorité 3,JOEL SIE,3,24/août/24 11:33,Une incohérence constatée sur le RAN,Explication en ligne,Appel Téléphonique,EDIPRESSE,,Assistance,
Confirmation du rendez-vous pour une séance de travail,OBCS-6545,Assistance,Terminé,Priorité 3,JOEL SIE,2,24/août/24 11:31,Confirmation du rendez-vous pour une séance de travail,Autres (Précisez dans la description),Appel Téléphonique,EDIPRESSE,,Planning Séance de travail,
Signaler un bug sur l'enregistrement des heures travaillées des journaliers,OBCS-6544,Assistance,Terminé,Priorité 3,JOEL SIE,3,24/août/24 11:26,Signaler un bug sur l'enregistrement des heures travaillées des journaliers,Explication en ligne,Appel Téléphonique,SIS,,Assistance,
Programmation d'une dette anterieur suivi du paiement,OBCS-6543,Assistance,Terminé,Priorité 3,JOEL SIE,8,24/août/24 11:19,Programmation d'une dette anterieur suivi du paiement,Explication en ligne,Appel Téléphonique,LABOGEM,,Assistance,
Enregistrement des notes de debit/credit,OBCS-6542,Assistance,Terminé,Priorité 3,JOEL SIE,3,24/août/24 11:17,Enregistrement des notes de debit/credit,Explication en ligne,Appel Téléphonique,LABOGEM,,Assistance,
Le résultat du RAN non conforme,OBCS-6527,Assistance,Terminé,Priorité 3,JOEL SIE,5,23/août/24 17:22,Le résultat du RAN non conforme,Explication en ligne,Appel Téléphonique,LABOGEM,,Assistance,
Relance pour confirmer notre rendez-vous,OBCS-6484,Assistance,Terminé,Priorité 3,JOEL SIE,2,16/août/24 19:19,Relance pour confirmer notre rendez-vous,Explication en ligne,Appel Téléphonique,EDIPRESSE,,Assistance,
Assistance pour la vailidation d'une opération de caisse,OBCS-6483,Assistance,Terminé,Priorité 3,JOEL SIE,4,16/août/24 19:17,Assistance pour la vailidation d'une opération de caisse,Explication en ligne,Appel Téléphonique,SIT BTP,,Assistance,
Assistance sur demande d'absence et congés,OBCS-6482,Assistance,Terminé,Priorité 3,JOEL SIE,5,16/août/24 19:14,Assistance sur demande d'absence et congés,Explication en ligne,Appel Téléphonique,EJARA,,Assistance,
Assistance pour la résolution du bug sur programmation des factures fournisseurs,OBCS-6473,Assistance,Terminé,Priorité 3,JOEL SIE,7,16/août/24 19:08,Assistance pour la résolution du bug sur programmation des factures fournisseurs,Explication en ligne,Appel WhatsApp,EJARA,,Assistance,
Informer sur la résolution du bug sur le suivi de stock,OBCS-6470,Assistance,Terminé,Priorité 3,JOEL SIE,2,16/août/24 19:05,Informer sur la résolution du bug sur le suivi de stock,Explication en ligne,Appel Téléphonique,SIS,,Assistance,
Relance sur l'importation des immobilisations,OBCS-6468,Assistance,Terminé,Priorité 3,JOEL SIE,2,16/août/24 19:03,Relance sur l'importation des immobilisations.,Explication en ligne,Appel Téléphonique,LABOGEM,,Relance sur Requête en cours,
Assistance sur les données à recevoir sur les immobilisations à importer,OBCS-6467,Assistance,Terminé,Priorité 3,JOEL SIE,3,16/août/24 19:02,Assistance sur les données à recevoir sur les immobilisations à importer,Redirection vers ressources OBC,Appel Téléphonique,LABOGEM,,Relance sur Requête en cours,
Rélance reçue sur le bug lié aux écritures lors de la modification des factures vente,OBCS-6466,Assistance,Terminé,Priorité 3,JOEL SIE,2,16/août/24 19:00,Rélance reçue sur le bug lié aux écritures lors de la modification des factures vente,Redirection vers ressources OBC,Appel Téléphonique,LABOGEM,,Relance sur Requête en cours,
Faire un test en ligne sur la résolution de la requete liée au règlement de la dette antérieur,OBCS-6390,Assistance,Terminé,Priorité 3,JOEL SIE,5,09/août/24 18:30,Faire un test en ligne sur la résolution de la requete liée au règlement de la dette antérieur.,Explication en ligne,"Online (Google Meet, Teams...)",KORI TRANSPORT,,Autres,
Relance sur la prime d'ancienneté qui n'est pas calculé sur le mois de Juillet,OBCS-6385,Assistance,Terminé,Priorité 3,JOEL SIE,3,09/août/24 18:13,Relance sur la prime d'ancienneté qui n'est pas calculé sur le mois de Juillet,Redirection vers ressources OBC,Appel Téléphonique,EJARA,,Relance sur Bug en cours,
Assistance sur la paie paie pour le calcul de la prime d'ancienneté,OBCS-6384,Assistance,Terminé,Priorité 3,JOEL SIE,3,09/août/24 17:26,Assistance sur la paie paie pour le calcul de la prime d'ancienneté,Explication en ligne,Appel Téléphonique,EJARA,,Assistance,
Paramétrage workflow demande d'absence,OBCS-6383,Assistance,Terminé,Priorité 3,JOEL SIE,13,09/août/24 17:23,Paramétrage workflow demande d'absence et assistance à l’enregistrement d’une demande d’absence,Explication en ligne,Appel Téléphonique,EJARA,,Relance sur Bug en cours,
Relance sur le bug lié à l'édition d'un livre de paie sur plusieurs mois,OBCS-6382,Assistance,Terminé,Priorité 3,JOEL SIE,2,09/août/24 17:22,Relance sur le bug lié à l'édition d'un livre de paie sur plusieurs mois,Autres (Précisez dans la description),Appel Téléphonique,EJARA,,Relance sur Bug en cours,
Confirmer la séance du vendredi,OBCS-6381,Assistance,Terminé,Priorité 3,JOEL SIE,2,09/août/24 17:19,Confirmer la séance du vendredi,Autres (Précisez dans la description),Appel Téléphonique,EDIPRESSE,,Planning Séance de travail,
Séance travail avec toute l'équipe pour le départ du RAF,OBCS-6380,Assistance,Terminé,Priorité 3,JOEL SIE,3,09/août/24 17:17,Séance travail avec toute l'équipe pour le départ du RAF,Autres (Précisez dans la description),Appel Téléphonique,EDIPRESSE,,Planning Séance de travail,
Modification de certaines factures et vérification de la mise à jour des écritures,OBCS-6379,Assistance,Terminé,Priorité 3,JOEL SIE,7,09/août/24 17:13,Modification de certaines factures et vérification de la mise à jour des écritures,Explication en ligne,Appel Téléphonique,LABOGEM,,Assistance,
Assistance pour importation des journaux,OBCS-6332,Assistance,Terminé,Priorité 3,JOEL SIE,3,02/août/24 16:02,Assistance pour importation des journaux,Explication en ligne,Appel Téléphonique,EDIPRESSE,,Assistance,
Enregistrement facture achat d'un article du stock,OBCS-6331,Assistance,Terminé,Priorité 3,JOEL SIE,7,02/août/24 15:47,Enregistrement facture achat d'un article du stock,Explication en ligne,Appel Téléphonique,ARIC,,Assistance,
Création d'une catégorie et nature de prestation,OBCS-6330,Assistance,Terminé,Priorité 3,JOEL SIE,5,02/août/24 15:43,Création d'une catégorie et nature de prestation puis paramétrage de celle-ci,Explication en ligne,Appel Téléphonique,SIT BTP,,Assistance,
Call pour comprendre les journaux à réimporter,OBCS-6198,Assistance,Terminé,Priorité 3,JOEL SIE,2,21/juil./24 15:46,Call pour comprendre les journaux à réimporter,Explication en ligne,Appel Téléphonique,LABOGEM,,Assistance,
Assistance sur bon de commande,OBCS-6197,Assistance,Terminé,Priorité 3,JOEL SIE,2,21/juil./24 15:45,Assistance sur bon de commande,Explication en ligne,Appel Téléphonique,SIT BTP,,Assistance,
Explication suivi de stock sur l'annulation de l'inventaire validé,OBCS-6196,Assistance,Terminé,Priorité 3,JOEL SIE,3,21/juil./24 15:44,Explication suivi de stock sur l'annulation de l'inventaire validé,Explication en ligne,Appel Téléphonique,SIS,,Assistance,
Enregistrement du bon de commande,OBCS-6055,Assistance,Terminé,Priorité 3,JOEL SIE,7,12/juil./24 20:00,Enregistrement du bon de commande,Explication en ligne,Appel Téléphonique,SIT BTP,,Assistance,
Assistance pour modification des factures achats,OBCS-6054,Assistance,Terminé,Priorité 3,JOEL SIE,6,12/juil./24 19:56,Assistance pour modification des factures achats,Explication en ligne,Appel Téléphonique,LABOGEM,,Assistance,
Assistance sur l'enregistrement des impots et taxes,OBCS-6053,Assistance,Terminé,Priorité 3,JOEL SIE,5,12/juil./24 19:50,Assistance sur l'enregistrement des impots et taxes,Explication en ligne,Appel Téléphonique,EJARA,,Assistance,
Création d'un nouveau utilisateur,OBCS-6052,Assistance,Terminé,Priorité 3,JOEL SIE,3,12/juil./24 18:19,Création d'un nouveau utilisateur,Explication en ligne,Appel Téléphonique,SIS,,Assistance,
Correction d'une mauvaise imputation,OBCS-6051,Assistance,Terminé,Priorité 3,JOEL SIE,5,12/juil./24 18:16,Correction d'une mauvaise imputation,Explication en ligne,Appel Téléphonique,LABOGEM,,Assistance,
Assistance pour la modification d'une facture,OBCS-6050,Assistance,Terminé,Priorité 3,JOEL SIE,3,12/juil./24 18:12,Assistance pour la modification d'une facture,Explication en ligne,Appel Téléphonique,LABOGEM,,Assistance,
Assistance - Autres (Précisez dans la description) - Directeur Général,OBCS-5918,Assistance,Terminé,Priorité 3,jsie@onpointafrica.coM,3,08/juil./24 11:31,Confirmation du rendez-vous pour le point mensuel,Autres (Précisez dans la description),Appel Téléphonique,LABOGEM,,Assistance,
Assistance - Explication en ligne - Comptable,OBCS-5917,Assistance,Terminé,Priorité 3,jsie@onpointafrica.coM,2,08/juil./24 11:31,Confirmation du rendez-vous du point mensuel,Explication en ligne,Appel Téléphonique,LABOGEM,,Assistance,
Assistance - Explication en ligne - Comptable,OBCS-5916,Assistance,Terminé,Priorité 3,jsie@onpointafrica.coM,3,08/juil./24 11:31,Assistance pour récupérer ses accès,Explication en ligne,Appel Téléphonique,SIS,,Assistance,
Assistance - Explication en ligne - Comptable,OBCS-5915,Assistance,Terminé,Priorité 3,jsie@onpointafrica.coM,5,08/juil./24 11:31,Création des natures de prestation,Explication en ligne,Appel Téléphonique,SIT BTP,,Assistance,
Assistance - Explication en ligne - Directeur Général,OBCS-5914,Assistance,Terminé,Priorité 3,jsie@onpointafrica.coM,5,08/juil./24 11:31,Explication des rubliques du budget,Explication en ligne,Appel Téléphonique,SIT BTP,,Assistance,
Exécuter un paiement la reférence utilisée existe dejà donc il etait impossible d'enregistrer l'opération,OBCS-5854,Assistance,Terminé,Priorité 3,JOEL SIE,2,05/juil./24 17:16,Exécuter un paiement la reférence utilisée existe dejà donc il etait impossible d'enregistrer l'opération,Explication en ligne,Appel Téléphonique,EJARA,,Assistance,
Comptabilisation l'état de la paie du mois de Juin,OBCS-5850,Assistance,Terminé,Priorité 3,JOEL SIE,3,05/juil./24 17:12,Comptabilisation l'état de la paie du mois de Juin,Explication en ligne,Appel Téléphonique,EJARA,,Assistance,
Des données incohérantes constatées sur suivi de stock,OBCS-5847,Assistance,Terminé,Priorité 3,JOEL SIE,8,05/juil./24 17:10,Des données incohérantes constatées sur suivi de stock,Explication en ligne,Appel Téléphonique,SIS,,Assistance,
"Faire le point de la seance de travail avec la comptable sur projet, budget et création des comptes clients",OBCS-5846,Assistance,Terminé,Priorité 3,JOEL SIE,7,05/juil./24 17:06,"Faire le point de la seance de travail avec la comptable sur projet, budget et création des comptes clients",Explication en ligne,Appel Téléphonique,SIT BTP,,Assistance,
Verification des rubriques du budget,OBCS-5845,Assistance,Terminé,Priorité 3,JOEL SIE,5,05/juil./24 17:01,Verification des rubriques du budget,Explication en ligne,"Online (Google Meet, Teams...)",SIT BTP,,Assistance,
Enregistrer un bug sur le filtre du suivi de stock,OBCS-5844,Assistance,Terminé,Priorité 3,JOEL SIE,3,05/juil./24 16:52,Enregistrer un bug sur le filtre du suivi de stock,Explication en ligne,Appel Téléphonique,SIS,,Assistance,
Certains impots ne se deverses pas lorqu'on veut enregistrer les impots et taxes,OBCS-5843,Assistance,Terminé,Priorité 3,JOEL SIE,4,05/juil./24 16:48,Certains impots ne se deverses pas lorqu'on veut enregistrer les impots et taxes,Explication en ligne,Appel Téléphonique,LABOGEM,,Assistance,
Assister pour mettre en ordre les rubriques,OBCS-5842,Assistance,Terminé,Priorité 3,JOEL SIE,5,05/juil./24 16:37,Assister pour mettre en ordre les rubriques,Explication en ligne,Appel Téléphonique,SIT BTP,,Assistance,
La création des rubriques,OBCS-5841,Assistance,Terminé,Priorité 3,JOEL SIE,6,05/juil./24 16:27,La création des rubriques,Explication en ligne,Appel Téléphonique,SIT BTP,,Assistance,
Après importation du RAN un retour pour la correction de certains comptes,OBCS-5839,Assistance,Terminé,Priorité 3,JOEL SIE,3,05/juil./24 16:17,Après importation du RAN un retour pour la correction de certains comptes,Explication en ligne,Appel Téléphonique,EDIPRESSE,,Autres,
Créer une rubrique calculée,OBCS-5794,Assistance,Terminé,Priorité 3,JOEL SIE,3,01/juil./24 15:12,Créer une rubrique calculée,Autres (Précisez dans la description),Appel Téléphonique,SIT BTP,,Assistance,
Relance sur Bug en cours - Explication en ligne - Directeur Administratif et Financier,OBCS-5503,Assistance,Terminé,Priorité 3,JOEL SIE,2,27/juin/24 14:19,Rélance bug sur états financiers,Explication en ligne,Appel Téléphonique,EJARA,,Relance sur Bug en cours,
Assistance - Explication en ligne - Directeur Administratif et Financier,OBCS-5502,Assistance,Terminé,Priorité 3,JOEL SIE,3,27/juin/24 14:19,Bug signalé sur états financiers,Explication en ligne,Appel Téléphonique,EJARA,,Assistance,
Assistance - Explication en ligne - Directeur Administratif et Financier,OBCS-5501,Assistance,Terminé,Priorité 3,JOEL SIE,3,27/juin/24 14:19,Assistance sur états financiers,Explication en ligne,Appel Téléphonique,EJARA,,Assistance,
Assistance - Explication en ligne - Comptable,OBCS-5500,Assistance,Terminé,Priorité 3,JOEL SIE,6,27/juin/24 14:19,Enregistrement de chequier,Explication en ligne,Appel Téléphonique,LABOGEM,,Assistance,
Assistance - Explication en ligne - Comptable,OBCS-5499,Assistance,Terminé,Priorité 3,JOEL SIE,5,27/juin/24 14:19,Assistance sur le suivi de stock,Explication en ligne,Appel Téléphonique,SIS,,Assistance,
Assistance - Explication en ligne - Directeur Général,OBCS-5498,Assistance,Terminé,Priorité 3,JOEL SIE,2,27/juin/24 14:19,Relance sur l'importation du RAN,Explication en ligne,Appel Téléphonique,EDIPRESSE,,Assistance,
Assistance - Explication en ligne - Directeur Administratif et Financier,OBCS-5497,Assistance,Terminé,Priorité 3,JOEL SIE,2,27/juin/24 14:19,Prise de rendez-vous pour la visite gouvernance,Explication en ligne,Appel Téléphonique,EJARA,,Assistance,
